8/1/2020,4.202402203
8/2/2020,3.148117324
8/3/2020,4.072033643
8/4/2020,3.32383147
8/5/2020,6.178336123
8/6/2020,2.989407772
8/7/2020,4.101508274
8/8/2020,4.785092986
8/9/2020,4.834973131
8/10/2020,3.474605544
8/11/2020,3.617444141
8/12/2020,4.044826291
8/13/2020,4.192199446
8/14/2020,4.622982516
8/15/2020,3.563029438
8/16/2020,2.913453915
8/17/2020,3.914457731
8/18/2020,3.708135313
8/19/2020,3.250144893
8/20/2020,3.122043612
8/21/2020,2.958799501
8/22/2020,3.815831081
8/23/2020,3.702467115
8/24/2020,5.320170904
8/25/2020,3.302292317
8/26/2020,2.53368463
8/27/2020,3.646918772
8/28/2020,3.65372061
8/29/2020,3.502946536
8/30/2020,5.353046454
8/31/2020,3.219536622
9/1/2020,3.744411782
9/2/2020,4.153655698
9/3/2020,4.231876834
9/4/2020,4.132116545
9/5/2020,5.345110976
9/6/2020,7.937744868
9/7/2020,4.867848681
9/8/2020,4.60711156
9/9/2020,3.829434757
9/10/2020,4.6739963
9/11/2020,4.219406798
9/12/2020,3.669591565
9/13/2020,3.607241384
9/14/2020,4.615047038
9/15/2020,6.242953583
9/16/2020,5.926668119
9/17/2020,4.328236205
9/18/2020,4.816834897
9/19/2020,4.6739963
9/20/2020,5.482281374
9/21/2020,5.502686888
9/22/2020,5.899460768
9/23/2020,5.165995911
9/24/2020,3.338568786
9/25/2020,4.298761574
9/26/2020,3.52108477
9/27/2020,2.530283711
9/28/2020,1.972533001
9/29/2020,3.109573575
9/30/2020,3.725139908
10/1/2020,3.408854444
10/2/2020,7.389063275
10/3/2020,4.895056033
10/4/2020,2.50194272
10/5/2020,3.017748763
10/6/2020,3.672992484
10/7/2020,3.170790117
10/8/2020,3.663923367
10/9/2020,4.023287138
10/10/2020,4.244346871
10/11/2020,3.042688836
10/12/2020,3.12657817
10/13/2020,3.869112145
10/14/2020,2.330763132
10/15/2020,2.63231128
10/16/2020,3.119776332
10/17/2020,2.531417351
10/18/2020,4.022153498
10/19/2020,2.526882792
10/20/2020,2.329629492
10/21/2020,4.513019469
10/22/2020,3.465536427
10/23/2020,2.284283906
10/24/2020,3.154919162
10/25/2020,5.922133561
10/26/2020,3.534688446
10/27/2020,4.382650909
10/28/2020,3.369177056
10/29/2020,4.624116155
10/30/2020,2.843168256
10/31/2020,5.046963747
11/1/2020,2.805758148
11/2/2020,2.762679841
11/3/2020,4.524355865
11/4/2020,2.345500447
11/5/2020,2.378375997
11/6/2020,2.348901366
11/7/2020,3.78408917
11/8/2020,3.014347844
11/9/2020,2.801223589
11/10/2020,2.776283517
11/11/2020,3.116375413
11/12/2020,3.235407577
11/13/2020,4.199001284
11/14/2020,5.155793154
11/15/2020,4.528890424
11/16/2020,3.267149487
11/17/2020,1.851233558
11/18/2020,3.197997468
11/19/2020,2.795555391
11/20/2020,3.010946925
11/21/2020,2.885112923
11/22/2020,3.25921401
11/23/2020,2.676523227
11/24/2020,3.262614929
11/25/2020,2.623242163
11/26/2020,2.283150266
11/27/2020,2.990541411
11/28/2020,2.241205599
11/29/2020,4.44386745
11/30/2020,5.137654919
12/1/2020,2.445260737
12/2/2020,3.032486079
12/3/2020,2.250274716
12/4/2020,4.005148903
12/5/2020,4.160457536
12/6/2020,4.039158093
12/7/2020,2.432790701
12/8/2020,2.398781511
12/9/2020,2.394246953
12/10/2020,2.266145672
12/11/2020,2.521214594
12/12/2020,3.236541217
12/13/2020,2.524615513
12/14/2020,3.340836065
12/15/2020,2.425988863
12/16/2020,2.750209804
12/17/2020,2.359104123
12/18/2020,1.723132277
12/19/2020,1.896579144
12/20/2020,3.543757563
12/21/2020,1.830828044
12/22/2020,5.664608419
12/23/2020,3.340836065
12/24/2020,2.425988863
12/25/2020,2.750209804
12/26/2020,2.359104123
12/27/2020,1.723132277
12/28/2020,1.896579144
12/29/2020,3.543757563
12/30/2020,1.830828044
12/31/2020,5.664608419
